t_hours,z_meters,psi_meters,t_norm,z_norm,psi_norm,source
1421.0,17.7453,-2.123,0.7916666666666666,0.3226418181818182,-0.8233349078885217,profile_snapshot
1469.0,19.1898,-2.049,0.9345238095238095,0.3489054545454546,-0.7883797827113841,profile_snapshot
1221.0,6.2801,-0.343,0.19642857142857142,0.11418363636363636,0.017477562588568585,profile_snapshot
1441.0,18.2268,-2.098,0.8511904761904762,0.33139636363636366,-0.8115257439773265,profile_snapshot
1479.0,14.086,-2.317,0.9642857142857143,0.2561090909090909,-0.9149740198393955,profile_snapshot
1337.0,11.6785,-2.426,0.5416666666666666,0.21233636363636363,-0.966461974492206,profile_snapshot
1401.0,18.3231,-2.091,0.7321428571428571,0.33314727272727274,-0.8082191780821919,profile_snapshot
1379.0,8.4044,-0.441,0.6666666666666666,0.15280727272727274,-0.028814359943315937,profile_snapshot
1345.0,3.5748,-0.456,0.5654761904761905,0.06499636363636364,-0.03589985829003306,profile_snapshot
1327.0,3.4299,-0.513,0.5119047619047619,0.06236181818181818,-0.06282475200755788,profile_snapshot
1191.0,19.575,-2.018,0.10714285714285714,0.3559090909090909,-0.7737364194615021,profile_snapshot
1221.0,5.8936,-0.356,0.19642857142857142,0.10715636363636363,0.011336797354747352,profile_snapshot
1209.0,10.9081,-2.456,0.16071428571428573,0.1983290909090909,-0.9806329711856401,profile_snapshot
1317.0,6.3284,-0.451,0.48214285714285715,0.11506181818181818,-0.03353802550779417,profile_snapshot
1245.0,15.5305,-2.232,0.26785714285714285,0.2823727272727273,-0.8748228625413322,profile_snapshot
1479.0,12.2563,-2.404,0.9642857142857143,0.22284181818181817,-0.9560699102503543,profile_snapshot
1443.0,19.7676,-2.018,0.8571428571428571,0.3594109090909091,-0.7737364194615021,profile_snapshot
1333.0,14.1823,-2.307,0.5297619047619048,0.25786,-0.9102503542749174,profile_snapshot
1455.0,3.7197,-0.498,0.8928571428571429,0.06763090909090909,-0.05573925366084087,profile_snapshot
1281.0,7.3912,-0.379,0.375,0.13438545454545456,0.00047236655644766756,profile_snapshot
1191.0,11.2934,-2.438,0.10714285714285714,0.20533454545454546,-0.9721303731695797,profile_snapshot
1245.0,11.7748,-2.42,0.26785714285714285,0.21408727272727274,-0.9636277751535192,profile_snapshot
1329.0,19.7676,-2.014,0.5178571428571429,0.3594109090909091,-0.7718469532357108,profile_snapshot
1479.0,8.597,-0.484,0.9642857142857143,0.1563090909090909,-0.04912612187057164,profile_snapshot
1421.0,3.7197,-0.464,0.7916666666666666,0.06763090909090909,-0.03967879074161551,profile_snapshot
1401.0,9.1748,-0.439,0.7321428571428571,0.16681454545454544,-0.02786962683042049,profile_snapshot
